name,author,pub_date,press,now_price,pre_price,discount,outline,img_url,size,paper,package,suit,isbn,category,detail,catalogue,content,author_detail
 人间失格（日本小说家太宰治的自传体小说） 超燃！“丧文化”流行，《人间失格》成了现象级畅销书，创当当3天销售50000+册的奇迹！收录作者绝笔之作《Good bye》。一个“丧失为人资格”少年的心灵独白，一个对村上春树影响至深的绝望凄美故事。,太宰治,2015-08-01,作家出版社,17.50,25.00,7折 ,★ 太宰治灵魂深处无助的生命绝唱，同时也是村上春树绝望凄美的灵感源泉。 ★ 完整收录未完成遗作《Goodbye》， 无赖派 文学大师太宰治代表作集结。 ★ 即使时移世易，深深的绝望依旧源自内心的迷茫，而这种迷茫和彷徨几乎贯穿了太宰治以及我们每个人的青春。因此，《人间失格》是一部残酷而永恒的青春文学。 ★ 世界文学名著系列，名家翻译，全译本，唯美设计，印刷精美。 更多精彩链接特惠套装：人间失格 罗生门 简 奥斯汀爱情小说（全3册：《傲慢与偏见》 《理智与情感》 《爱玛》） 乔治.奥威尔经典套装（一九八四 动物农场） 泰戈尔诺贝尔文学奖经典套装：全3册全彩珍藏版 汪曾祺典藏文集（全四册：人间知味 人间世相 大淖记事 鸡鸭名家） 《努力，是为了可以选,http://img3m5.ddimg.cn/56/4/23761145-1_b_2.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787506380263,"图书,小说,社会,图书,小说,外国小说,日本",,,,
 DK幼儿百科全书——那些重要的事 英国DK专为学龄前儿童设计的百科全书，那些孩子们应该知道的重要的事，都在这里！英国《少年杂志》设计奖ZUI佳童书类银奖！扫描封底二维码，免费音频同步听，解决科普难讲的大难题！,英国DK公司,2017-07-01,中国大百科全书出版社,133.90,138.00,9.71折 ,★ 英国 DK 出版社与中国大百科全书出版社联合策划，专为中国儿童设计的的幼儿入门科普书； ★ 英国 DK 出版社第YI本从幼儿视角出发的百科全书； ★ 根据幼儿特殊的认知需求，结合英国 DK 特有的讲述方式； ★ DK 首次采用手绘插图 实拍照片的图片处理方式；语言风格轻松愉快，自然流露，赋予了知识更多的文学性,http://img3m4.ddimg.cn/7/16/25233424-1_b_3.jpg,开 本：16开,纸 张：铜版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787520201056,"图书,童书,科普/百科,百科,图书,童书,3-6岁,科普/百科",,,,
 活着（2017年新版） 余华是我国当代著名作家，也是享誉世界的小说家，曾荣获众多国内外奖项。《活着》是其代表作，在全球广泛传播，销量逾千万册，获得了普遍好评，已成为中国乃至世界当代文学的经典。,余华,2012-08-01,作家出版社,28.00,28.00,,余华是我国当代著名作家，也是蜚声国际的小说家，他的作品享誉世界，曾获众多国内外奖项。其中长篇小说《活着》用独特的表述方式，揭示了在困境中求生的理念，展现了生命的顽强与乐观。该小说现已有近50个版本在全球近40个国家和地区出版，并有数种少数民族文字版，以及盲文版在我国出版。自2008年在作家出版社出版以来，数次再版，加印100多次，迄今发行量逾700万册。,http://img3m0.ddimg.cn/7/27/25137790-1_b_2.jpg,开 本：16开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787506365437,"图书,小说,社会,图书,小说,中国当代小说",,,,
 神奇校车·图画书版（全12册，新增《科学博览会》1册） 风靡全世界的“神奇校车”再次出发！搭乘神奇校车，跟着卷毛老师来一次时空穿越之旅，去认识那些闪耀在历史星河中的伟大科学家！（蒲公英童书馆出品）,乔安娜柯尔,2018-05-10,贵州人民出版社,148.50,198.00,7.5折 ,,http://img3m8.ddimg.cn/82/19/25252408-1_b_19.jpg,开 本：大16开,纸 张：胶版纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：25252408,"图书,童书,科普/百科,科普,图书,童书,3-6岁,科普/百科,图书,童书,7-10岁,科普/百科",,,,
 万历十五年 一本好书 腾讯视频栏目推荐 （《人民的名义》多次提到《万历十五年》，为什么这么多人研究呢？三联书店出版黄仁宇先生的成名代表之作。万历十五年是大明王朝的转折点，腐败、敷衍，社风奢靡，都是悄悄埋葬大明王朝的导火线，值得当下深思。）,黄仁宇,2006-06-01,生活.读书.新知三联书店,24.70,26.00,9.5折 ,明万历十五年，即公元1587年，在中国历史上原本是极其普通的年份。 这是对当代中国人来说具有重要意义的一部经典之作。它的重要在于，这本书提供了一种对当时的中国人来说，具有颠覆意义的叙述历史的新方式。在此之前，国人的历史写作，是意识形态的一部分，是政治宣传的一部分。几乎所有的历史书都是一种模式，一种口吻，一种角度，只提供了一种画面。黄仁宇的这本书，简直是给我们开放了另一个世界，每一位阅读这本书的大陆人都会震惊，原来历史可以这样写，原来历史是如此的有趣、复杂、丰富，原来历史人物并不像我们的教科书上讲的那样单调、格式化。从某种意义上说，这本书就像一道匕首，撕开了由意识形态统治历史写作的铁幕。 在《万历十五年》出版之后， 中国历史学界的精神面貌就焕然一新了 ，中国人的历史阅读,http://img3m5.ddimg.cn/98/7/23445575-1_b_5.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787108009821,"图书,历史,历史随笔,图书,文化,传统文化,其他",,,,
 人生海海（莫言盛赞！董卿、高晓松反复阅读，杨洋、李健倾力推荐！2019麦家新作） 人生海海，何必在意一时沉浮！《风声》作家、茅盾文学奖得主麦家2019强力之作，挑战常人不敢落笔之处，解密人性的荒唐与高尚。,麦家,2019-04-16,北京十月文艺出版社,55.00,55.00,,★人生海海，何必在意一时沉浮！ ★茅盾文学奖得主麦家2019强力超 越之作！挑战常人不敢落笔之处，解密人性的荒唐与高尚！ ★莫言、高晓松等倾心力荐！ -小说的迷人之处就在于它能把不存在的人物写得仿佛是我们的朋友，麦家的《人生海海》就是这么迷人。 诺贝尔文学奖得主莫言 -有人说，稀奇古怪的故事和经典文学的直线距离只差三步。但走不完的也正是这三步。麦家的了不起在于他走完了这三步，且步伐坚定，缓慢有力，留下的脚印竟成了一幅精巧诡秘的地图。 王家卫 -《人生海海》是麦家老师跨越了自己的第 一座高峰，向内心深处的文学攀登下一座高峰的大作。 高晓松 ★暌违八年，历经五年打磨，重磅之作！ -我想写的是在绝望中诞生的幸运，在艰苦中卓绝的道德。我要另立山头，回到童年，回去故乡，去破译人心和人性,http://img3m5.ddimg.cn/51/34/26921715-1_b_2.jpg,开 本：32开,纸 张：胶版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787530219218,"图书,小说,中国当代小说",,,,
 红楼梦原著版（上、下册）（全两册）（1-9年级必读书单） 权威版本！收藏经典！,曹雪芹,2013-01-01,人民文学出版社,59.70,59.70,,本书为中国古典文学读本丛书。 如果你还在为了阅读或收藏价格昂贵的中国古典名著而在书架前徘徊，那么现在你不用愁了，该版的《红楼梦》，不仅价格便宜、印刷美观、装帧古朴，收藏、送人都让你特有面子！实为古典小说的**普及本！ 本书初版于一九八二年三月，距今瞬已十二年。本书初版以来，受到广大读者和专家们的欢迎，也得到了不少指正。这十二年的岁月，使我们进一步认识到，我闪当时确定的几个原则是正确的：一是我们所选择的底本 庚辰本，确是一个学术价值很高、接近曹雪芹原稿的珍贵本子，我们以此为底本，就使这相校本有了很好的基础；二是我们确定的校勘原则（详见《校注凡例》）也是正确的，这样就使我们的校勘工作做到了审慎和准确，不至于随意改动底本文字，从而较好地保持了原本的历史面貌；三是我们确定的注释原,http://img3m1.ddimg.cn/9/22/102771-1_b_5.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787020002207,"图书,小说,四大名著,红楼梦",,,,
 原声触摸发声书：听，什么声音（套装全6册） 能按出声音的触控玩具书，专为视听敏感期宝宝打造！自媒体母婴公众号联合推荐！汇集动物、交通、乐器、大自然等36种“真实原声”，中英双语，耳育启蒙！步步联盟出品。,YOYO出版社,2016-09-01,中国环境出版社,313.50,330.00,9.5折 ,温馨提示：此商品版本更替中，新老版本随机发货，敬请谅解。 编辑推荐： 专为0到3岁视听敏感期宝宝特别定制，视听敏感期宝宝的专属读物《听，什么声音》，是一套能按出声音的奇妙绘本！用指尖轻点每一页上的圆形触控面，柔和美妙又有趣的自然原声就会悦耳响起，带给小宝宝们视 听的新奇阅读体验。 音源均采集于自然界和器物原始声音，力求 真实 ，让宝宝足不出户就能拥有 自然 、 真实 的耳育和声音启蒙。 真实自然 的声音多种多样：有12种动物的叫声、6种交通工具的发动机声、6种大自然的声音和12种乐器的演奏声。 一套绘本，多种玩法！每一页都是一个情境小故事，启发宝宝们的想象力；中英双语，让宝宝从小两种语言同步学习；玩听声猜物小游戏，锻炼宝宝的记忆力和声音辨识能力。 真实的声音，清新温暖,http://img3m9.ddimg.cn/8/14/25214219-1_b_7.jpg,开 本：24开,纸 张：铜版纸,包 装：精装,是否套装：是,国际标准书号ISBN：9787511129055,"图书,童书,玩具书,发声/多媒体/乐器书,图书,童书,0-2岁,益智/游戏,图书,童书,婴儿读物,游戏书",,,,
 生活需要仪式感 （把温暖和感动带给你在乎的人） 拥有仪式感，你才能真正成为有爱、有温度、有人情味的人，得到认可与尊重，收获惊喜、浪漫、幸运和精彩。人民日报强烈呼吁，3000家媒体感动推荐，5亿人热情参与。黄磊、何炅、刘嘉玲、孙俪都在推崇的生活态度。,李思圆,2017-12-20,山东文艺出版社,32.10,36.00,8.92折 ,1. 青年作家李思圆重磅新作，写给有心改变却失去方向的人。［人民日报］强烈呼吁，3000家媒体感动推荐，5亿人热情参与。阅读过本书的人，无不为之鼓舞，找回了失去已久的精彩生活。 2．为每一个普通的日子和行为赋予仪式感，标定它背后的精神内涵，你收获的将是惊喜、浪漫、幸运和精彩。仪式感能让你真切地感觉到，自己是在享受生活，而不仅仅是麻木地活着。你为此付出的一切，将给你带来额外的满足感、安全感、存在感和归属感。 3．仪式感就是使某一天与其他日子不同，使某一时刻与其他时刻不同。当日子清苦而平淡时，仪式感能让你心怀期望，消除困顿；当日子奢华而浓烈时，仪式感能让你心有所定，化解沉迷。 4．仪式感与刻意、矫情、做作、虚伪无关，它是你热爱生活的一种方式。生活本身就摆在那里，你对于生活的付出与热爱,http://img3m4.ddimg.cn/58/12/25209814-1_b_2.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787532955732,"图书,成功/励志,人生哲学,人生智慧",,,,
 富爸爸穷爸爸（20周年修订版）（团购，请致电400-106-6666转6） 《纽约时报》《商业周刊》《华尔街日报》《今日美国》畅销书榜第1名。央视《对话》15周年庆典，《富爸爸穷爸爸》入选大家共同关注的五本书之一，富爸爸系列已发行109个国家和地区，累计销售4000万册,罗伯特·清崎,2017-09-30,四川人民出版社,45.50,48.00,9.48折 ,20 年前，罗伯特 清崎大胆预测，《富爸爸穷爸爸》汇总其先见之明！ 20 年后，罗伯特 清崎实力印证， 20 周年修订版 揭秘其后见之明！ 人们之所以深陷财务困境，是因为他们在学校读了很多年的书，走出校门才发现自己对金钱一无所知，无法适应残酷的现实世界。 如果你想成为富人，如果你想实现财务自由，别再让自己为钱工作了，开始让钱为你工作吧！,http://img3m7.ddimg.cn/74/15/25154687-1_b_3.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787220102912,"图书,投资理财,理财技巧",,,,
 小熊宝宝绘本（2018版全15册）蒲蒲兰经典畅销绘本！新手妈妈的育儿宝典，销量超千万册！(0-3岁) 情节简练，细节反复，培养幼儿语言发展。生活启蒙，引导宝宝养成良好生活习惯。底衬附有专家的指导文字，提醒爸爸妈妈们亲子共读时不要忽略精心布置的细节哦！蒲蒲兰绘本馆超级畅销书！当当五星级童书！,佐佐木洋子,2007-05-16,连环画出版社,94.10,96.00,9.81折 ,随机赠送小熊宝宝一次性围嘴。 ☆ 中国千万新生宝宝人生的*本书！ ☆ 情节简练，细节反复，培养幼儿语言发展。生活启蒙，引导宝宝养成良好生活习惯。 ☆ 底衬附有专家的指导文字，提醒爸爸妈妈们亲子共读时不要忽略精心布置的细节哦！ ☆ 圆角设计不伤手，可放心交由孩子自主阅读，让宝宝及早体验阅读的乐趣！ ☆ 蒲蒲兰绘本馆超级畅销书！当当终身五星级童书！,http://img3m8.ddimg.cn/87/1/25289538-1_b_4.jpg,开 本：24开,纸 张：铜版纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787505608252,"图书,童书,婴儿读物,图画故事书,图书,童书,0-2岁,图画故事",,,,
 东野圭吾：恶意（2016版，东野圭吾四大杰作之一） 与《白夜行》《嫌疑人X的献身》《解忧杂货店》并称东野圭吾四大杰作。无边的恶意深不见底，有如万丈深渊。读完《恶意》，才算真正认识东野圭吾！,东野圭吾,2016-11-01,南海出版公司,27.30,39.50,6.92折 ,★《恶意》与《白夜行》《嫌疑人X的献身》《解忧杂货店》并称东野圭吾四大杰作，读完《恶意》，才算真正认识东野圭吾！ ★从未遇到《恶意》这样的案子：杀人不是目的，而是手段；死亡不是结束，而是开始。 ★潜藏在人心底的无边恶意深不见底，有如万丈深渊，让人不寒而栗。 ★东野圭吾在《恶意》中巧妙地设置了一个又一个反转，从阴谋实施到真相大白间的精巧设计，令读者赞叹不已。 《出版家周刊》（美国） ★《恶意》作为一部推理小说，极尽曲折复杂周密；同时又深刻揭示了人性，达到很多纯文学作品未能达到的深度。《恶意》可与同一作者的《红手指》对照着读。在《恶意》中，恶是没有底线的；在《红手指》中，善残存于恶的底线之下。 止庵 ★你心里藏着对他的恶意，这仇恨深不见底，深得连你自己都无法解释。正是它导,http://img3m4.ddimg.cn/49/29/24041704-1_b_6.jpg,开 本：32开,纸 张：胶版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787544285148,"图书,小说,侦探/悬疑/推理",,,,
 银火箭少年科幻系列 （8册。亚洲首位“雨果奖”得主刘慈欣主编，根据《流浪地球》改编的电影大年初一上映。套装内图书获银河 史无前例的超牛作者阵容，8位国际一线科幻大咖重磅之作。星球危机、生化实验、虚拟空间、非人类生命四大经典主题，帮助孩子建立系统科幻框架。被译成100多种语言、改编成100多种影视作品全球传播（9岁以上）,刘慈欣,2018-04-02,浙江教育出版社,192.00,256.00,7.5折 ,面对日新月异的科技进步，身为父母我们经常扪心自问：该如何帮助孩子驾驭新技术，成为新时代的领跑者？家长对孩子的科学故事投资，能帮助孩子在未来的科学世界中发挥优势。这些故事也能让孩子离开手机屏幕，在科技的世界中感受好奇和热情！ 另外，中国传统文化不重科学和实验，中国男孩成长的柔性倾向，更是让我们想出一套 刚性十足 的少年小说。科幻界 诺贝尔奖 雨果奖的开花结果，把科幻小说推到更多人的面前。 银火箭 是我们从几百册国内外好书中精心挑选出来的佳作，是一套涵括中外科幻、幻想、科学方向的大系列图书，希望在这个工业4.0时代，这套书能启发孩子们的创造性天才。 亚洲首位 雨果奖 获得者刘慈欣主编并强力推荐。 从几百册科幻小说中精心挑选，收录8部国内外一线科幻大咖经典代表作。 内容涉及4种zui典型的科幻,http://img3m2.ddimg.cn/46/31/25259302-1_b_11.jpg,开 本：32开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：25259302,"图书,童书,外国儿童文学,幻想小说,图书,童书,11-14岁,文学",,,,
